0.986505	0.299109
0.000181142	3.16389
0.000187533	2.72371
0.000455045	1.50995
0.0227396	1.34162
0.00708689	1.4225
0.0466655	1.2436
0.00053833	1.50095
0.0847571	1.16916
0.866796	0.387923
0.0562254	1.21803
0.0981527	1.1371
0.103798	1.12364
0.122618	1.09057
0.174942	0.995125
0.0752498	1.18846
0.135052	1.05748
0.939651	0.332681
0.134626	1.06731
0.877628	0.370898
0.172019	1.00793
0.0989637	1.1365
0.0592999	1.21012
0.872317	0.382421
0.141051	1.04761
0.0604267	1.20741
0.121797	1.10374
0.220752	0.934418
0.127791	1.08214
0.156312	1.02807
0.193456	0.968624
0.187284	0.977301
0.367853	0.766024
0.170096	1.00962
0.205074	0.956104
0.130556	1.07717
0.133729	1.07072
0.360547	0.774347
0.147166	1.03962
0.131141	1.07465
0.206833	0.950252
0.192829	0.972554
0.388993	0.745319
0.39437	0.737541
0.220863	0.931613
0.462366	0.67475
0.981598	0.307408
0.212741	0.945223
0.106093	1.11273
0.197242	0.963359
0.149566	1.03576
0.411913	0.720613
0.199618	0.960085
0.368422	0.763356
0.318572	0.815597
0.360288	0.776879
0.420321	0.712838
0.366194	0.770303
0.226397	0.924692
0.31734	0.818032
0.337549	0.796016
0.393353	0.741485
0.156138	1.02888
0.223795	0.927854
0.43968	0.694525
0.280682	0.858113
0.447771	0.687158
0.254551	0.889201
0.292498	0.844579
0.239444	0.907819
0.348804	0.784481
0.276811	0.863091
0.41983	0.714907
0.236725	0.911271
0.406573	0.727037
0.230312	0.919667
0.313951	0.82099
0.264266	0.87772
0.241947	0.904768
0.19813	0.962129
0.277748	0.861533
0.275265	0.864727
0.223617	0.9288
0.227291	0.923291
0.34079	0.792084
0.274781	0.865692
0.261434	0.881164
0.270516	0.870376
0.409526	0.724463
0.292107	0.845564
0.279656	0.859567
0.286569	0.851347
0.243268	0.90304
0.427614	0.706117
0.308796	0.826297
0.306866	0.828682
0.256162	0.887308
0.325533	0.808372
0.311313	0.823871
0.283704	0.854673
0.273042	0.867464
0.32325	0.810504
0.291248	0.84652
0.331304	0.80186
0.425573	0.707775
0.238529	0.909264
0.438166	0.697023
0.230633	0.919122
0.28566	0.852495
0.330388	0.802835
0.25146	0.892966
0.227583	0.922896
0.33903	0.794319
0.257731	0.88529
0.235364	0.912962
0.232682	0.916448
0.237423	0.910506
0.198009	0.9623
0.225	0.926679
0.341758	0.791071
0.256507	0.886789
0.246461	0.899074
0.250314	0.894367
0.263083	0.879125
0.266267	0.875133
0.252976	0.891316
0.233479	0.915397
0.342021	0.790515
0.255391	0.888394
0.234648	0.91391
0.24913	0.895812
0.304046	0.831665
0.264977	0.876645
0.320179	0.813832
0.425353	0.708837
0.22213	0.930077
0.24064	0.906321
0.254483	0.89011
0.234004	0.914683
0.258531	0.884338
0.284969	0.853315
0.376052	0.757118
0.229119	0.921301
0.24353	0.902717
0.26348	0.878799
0.224132	0.927366
0.249832	0.894984
0.26592	0.875584
0.338839	0.794386
0.240296	0.90675
0.26906	0.871981
0.29815	0.83817
0.232882	0.916115
0.291282	0.846135
0.23139	0.918014
0.236605	0.911957
0.342047	0.790488
0.245888	0.899905
0.260096	0.882603
0.230664	0.918942
0.268086	0.873082
0.293538	0.843375
0.231232	0.918391
0.404292	0.728376
0.254898	0.888845
0.248991	0.896189
0.24735	0.898039
0.232478	0.916935
0.289912	0.847917
0.247708	0.897575
0.321674	0.812208
0.251771	0.892559
0.30552	0.830076
0.251446	0.893303
0.406233	0.727467
0.244181	0.901902
0.269186	0.871828
0.253078	0.890969
0.244717	0.901241
0.23582	0.912391
0.253364	0.890911
0.245334	0.900477
0.237978	0.909675
0.250292	0.894664
0.24436	0.901677
0.232786	0.91628
0.248587	0.89656
0.221922	0.930759
0.269008	0.872215
0.256274	0.887068
0.265183	0.876514
0.299057	0.837162
0.252873	0.891484
0.300824	0.835181
0.294732	0.842032
0.300021	0.83608
0.259665	0.882954
0.231495	0.917938
0.250569	0.894062
0.266251	0.87523
